Order_ID,Order_Date,Order_Time,Delivery_Time,Hub_Region,Distance_KM,Delivery_Duration_Min,Is_On_Time,Delivery_Fee_Charged,Payout_to_Driver,Customer_Rating,Order_Value_INR,Net_Profit_INR
BLK103085,2025-04-27,22:17,22:57,East Hub,7.4,40,0,35,35.8,3.4,1188,127
BLK147356,2025-04-27,09:40,10:06,North Hub,3.34,26,1,49,36.08,4.4,163,18
BLK125637,2025-04-27,08:04,08:28,North Hub,4.06,24,1,35,29.12,4.6,1804,200
BLK114202,2025-04-27,12:57,13:20,North Hub,1.26,23,1,15,11.52,4.4,2371,200
BLK119374,2025-04-27,19:15,19:48,East Hub,5.54,33,0,15,20.08,3.7,2263,238
BLK112511,2025-04-27,20:52,21:19,South Hub,5.89,27,1,15,20.78,4.9,1901,210
BLK138244,2025-04-27,18:16,18:35,West Hub,2.03,19,1,25,19.06,4.4,1025,90
BLK129449,2025-04-27,09:11,09:40,West Hub,9.84,29,1,25,34.68,4.2,1509,154
BLK119424,2025-04-28,14:40,15:10,North Hub,5.38,30,1,25,25.76,1.0,1671,191
BLK143540,2025-04-28,22:26,22:52,West Hub,8.52,26,1,15,26.04,4.2,936,87
BLK121640,2025-04-28,17:02,17:27,South Hub,4.79,25,1,25,24.58,4.6,1118,104
BLK135735,2025-04-28,21:17,21:56,East Hub,9.28,39,0,49,47.96,3.2,2458,236
BLK106227,2025-04-28,20:47,21:22,West Hub,11.41,35,0,15,31.82,3.9,1294,152
BLK135973,2025-04-28,18:27,18:46,South Hub,5.19,19,1,15,19.38,4.8,1532,130
BLK149508,2025-04-28,20:59,21:39,North Hub,11.85,40,0,25,38.7,3.6,621,66
BLK119297,2025-04-28,18:49,19:20,East Hub,5.92,31,0,25,26.84,3.7,985,101
BLK101974,2025-04-28,11:09,11:49,East Hub,11.12,40,0,25,37.24,3.1,509,46
BLK140421,2025-04-28,16:42,17:13,East Hub,4.04,31,0,15,17.08,3.7,1288,108
BLK134935,2025-04-28,15:10,15:38,West Hub,6.7,28,1,25,28.4,4.4,1509,137
BLK133521,2025-04-28,14:06,14:43,East Hub,8.72,37,0,15,26.44,3.4,1037,90
BLK135781,2025-04-28,13:20,13:52,North Hub,11.6,32,0,25,38.2,3.8,1393,166
BLK145591,2025-04-28,09:04,09:33,East Hub,4.59,29,1,35,30.18,4.2,709,66
BLK121139,2025-04-28,19:02,19:27,North Hub,5.77,25,1,15,20.54,4.5,1644,167
BLK104274,2025-04-28,20:08,20:30,North Hub,2.91,22,1,25,20.82,4.6,185,19
BLK135168,2025-04-28,12:19,12:42,West Hub,1.62,23,1,25,18.24,4.5,686,71
BLK135100,2025-04-28,14:25,14:53,West Hub,7.7,28,1,35,36.4,4.4,2362,226
BLK104542,2025-04-28,11:07,11:46,East Hub,6.82,39,0,25,28.64,3.4,378,41
BLK135094,2025-04-28,10:39,11:16,East Hub,10.83,37,0,15,30.66,3.1,1928,215
BLK121696,2025-04-28,15:41,16:13,South Hub,11.75,32,0,15,32.5,3.9,2027,207
BLK135143,2025-04-28,10:08,10:45,East Hub,9.52,37,0,15,28.04,3.1,901,87
BLK135508,2025-04-28,22:05,22:31,East Hub,1.41,26,1,35,23.82,4.4,233,20
BLK139191,2025-04-28,22:51,23:22,North Hub,6.06,31,0,49,41.52,3.9,2334,226
BLK130712,2025-04-28,14:47,15:21,East Hub,5.75,34,0,25,26.5,4.0,234,26
BLK129295,2025-04-28,21:05,21:31,West Hub,6.66,26,1,15,22.32,4.0,655,63
BLK105968,2025-04-28,20:25,20:48,South Hub,3.02,23,1,25,21.04,4.5,1787,200
BLK128351,2025-04-28,20:12,20:41,East Hub,5.04,29,1,15,19.08,4.2,2124,228
BLK134242,2025-04-28,15:20,15:39,North Hub,1.49,19,1,15,11.98,4.8,1354,138
BLK125644,2025-04-28,13:48,14:30,East Hub,11.76,42,0,35,44.52,2.5,652,54
BLK117781,2025-04-28,14:45,15:08,East Hub,1.31,23,1,25,17.62,3.3,804,69
BLK132091,2025-04-28,11:10,11:36,North Hub,3.16,26,1,35,27.32,4.3,1973,204
BLK105971,2025-04-28,08:13,08:38,North Hub,1.92,25,1,15,12.84,4.7,838,94
BLK102329,2025-04-28,18:14,18:43,West Hub,5.46,29,1,15,19.92,4.0,364,29
BLK119998,2025-04-28,14:19,14:45,East Hub,1.13,26,1,15,11.26,4.3,1189,104
BLK110349,2025-04-28,12:17,12:44,South Hub,11.39,27,1,25,37.78,4.3,622,56
BLK137790,2025-04-28,19:26,19:52,East Hub,4.92,26,1,35,30.84,4.1,1690,158
BLK139670,2025-04-28,18:51,19:15,North Hub,4.39,24,1,35,29.78,4.5,1940,173
BLK106989,2025-04-28,08:01,08:38,North Hub,11.67,37,0,35,44.34,3.3,2475,296
BLK106977,2025-04-28,15:21,15:58,East Hub,7.49,37,0,25,29.98,3.4,777,84
BLK147413,2025-04-28,16:14,16:50,North Hub,9.54,36,0,49,48.48,5.0,819,88
BLK149131,2025-04-28,15:22,15:46,West Hub,2.41,24,1,15,13.82,4.5,252,27
BLK129229,2025-04-28,13:25,13:51,South Hub,8.73,26,1,15,26.46,4.0,1406,122
BLK147829,2025-04-28,11:49,12:21,North Hub,7.07,32,0,15,23.14,3.7,2155,250
BLK128678,2025-04-28,19:01,19:32,North Hub,6.26,31,0,25,27.52,3.8,1371,158
BLK139122,2025-04-28,21:43,22:30,East Hub,11.4,47,0,15,31.8,2.1,514,55
BLK110175,2025-04-28,15:32,15:47,South Hub,3.81,15,1,35,28.62,5.0,1124,93
BLK149102,2025-04-28,14:21,14:46,East Hub,3.55,25,1,15,16.1,4.6,1418,157
BLK107551,2025-04-28,21:13,21:54,East Hub,8.8,41,0,15,26.6,2.7,2023,169
BLK102659,2025-04-28,21:51,22:09,North Hub,2.3,18,1,35,25.6,4.7,1900,172
BLK128911,2025-04-28,21:23,21:50,South Hub,11.29,27,1,15,31.58,4.3,1222,110
BLK103322,2025-04-28,08:16,08:42,West Hub,6.68,26,1,25,28.36,4.2,1919,161
BLK117130,2025-04-28,13:10,13:37,East Hub,4.01,27,1,25,23.02,4.2,910,75
BLK102771,2025-04-28,19:58,20:17,West Hub,4.88,19,1,35,30.76,4.9,190,15
BLK134128,2025-04-28,12:58,13:26,North Hub,9.44,28,1,15,27.88,4.1,720,69
BLK143774,2025-04-28,12:40,13:01,West Hub,1.74,21,1,15,12.48,4.6,2177,235
BLK120087,2025-04-28,18:47,19:19,West Hub,11.98,32,0,35,44.96,2.3,933,78
BLK102796,2025-04-28,22:31,22:54,South Hub,3.22,23,1,35,27.44,4.6,1074,96
BLK104914,2025-04-28,08:15,08:46,East Hub,3.69,31,0,15,16.38,4.0,1364,122
BLK112950,2025-04-28,12:43,13:10,East Hub,2.4,27,1,15,13.8,4.3,925,101
BLK117120,2025-04-28,13:44,14:07,South Hub,4.27,23,1,25,23.54,4.5,1018,88
BLK110028,2025-04-28,15:01,15:25,South Hub,6.78,24,1,35,34.56,3.3,1400,145
BLK146122,2025-04-28,18:55,19:33,North Hub,10.3,38,0,25,35.6,3.2,830,80
BLK103374,2025-04-28,22:26,22:52,South Hub,6.62,26,1,35,34.24,4.2,1424,118
BLK119755,2025-04-28,18:22,18:45,West Hub,2.73,23,1,25,20.46,4.5,1629,191
BLK113090,2025-04-28,19:21,19:55,East Hub,4.02,34,0,25,23.04,3.8,687,62
BLK103784,2025-04-28,21:37,22:05,East Hub,5.59,28,1,25,26.18,4.3,614,65
BLK146268,2025-04-28,14:50,15:23,North Hub,8.51,33,0,15,26.02,3.8,1197,117
BLK121546,2025-04-28,21:34,21:59,South Hub,7.89,25,1,35,36.78,4.4,2362,261
BLK122141,2025-04-28,12:22,12:49,South Hub,10.07,27,1,35,41.14,4.1,1464,124
BLK123594,2025-04-28,10:48,11:21,East Hub,6.04,33,0,35,33.08,3.8,381,37
BLK140040,2025-04-28,10:24,10:44,South Hub,4.19,20,1,35,29.38,3.5,1600,145
BLK109300,2025-04-28,14:22,14:55,West Hub,7.92,33,0,35,36.84,3.8,2134,204
BLK136245,2025-04-28,09:05,09:31,West Hub,4.35,26,1,25,23.7,4.2,866,94
BLK136190,2025-04-28,15:37,16:00,West Hub,7.07,23,1,25,29.14,3.6,191,20
BLK134850,2025-04-28,08:19,08:35,West Hub,1.72,16,1,35,24.44,4.8,854,83
BLK104585,2025-04-28,13:01,13:25,North Hub,5.49,24,1,15,19.98,4.6,1790,212
BLK125443,2025-04-28,10:57,11:25,East Hub,2.42,28,1,35,25.84,1.5,1865,218
BLK133558,2025-04-28,22:42,22:58,North Hub,1.37,16,1,15,11.74,4.8,1029,86
BLK116615,2025-04-28,22:43,23:21,East Hub,9.17,38,0,25,33.34,3.5,919,104
BLK130524,2025-04-28,13:36,14:03,South Hub,8.23,27,1,15,25.46,4.3,1654,186
BLK116589,2025-04-28,22:49,23:23,East Hub,8.53,34,0,15,26.06,3.7,2204,218
BLK104645,2025-04-28,19:48,20:11,North Hub,6.15,23,1,25,27.3,4.5,170,17
BLK134717,2025-04-28,11:00,11:21,South Hub,1.5,21,1,15,12.0,4.5,575,59
BLK133672,2025-04-28,12:49,13:22,North Hub,9.0,33,0,15,27.0,3.8,781,67
BLK118244,2025-04-28,09:50,10:28,East Hub,8.11,38,0,35,37.22,3.4,1679,146
BLK102198,2025-04-28,17:21,17:55,North Hub,8.37,34,0,25,31.74,4.0,2185,204
BLK137336,2025-04-28,12:57,13:20,South Hub,7.03,23,1,49,43.46,4.6,269,25
BLK118300,2025-04-28,22:07,22:32,East Hub,1.13,25,1,25,17.26,4.6,2194,253
BLK133635,2025-04-28,12:33,12:54,West Hub,2.84,21,1,15,14.68,4.6,1634,170
BLK129888,2025-04-28,17:00,17:21,North Hub,1.43,21,1,35,23.86,4.4,1876,154
BLK147718,2025-04-28,15:49,16:27,East Hub,7.8,38,0,15,24.6,3.4,1390,125
BLK137261,2025-04-28,17:32,18:15,East Hub,11.68,43,0,35,44.36,2.8,1186,115
BLK108964,2025-04-28,14:34,15:00,South Hub,10.76,26,1,25,36.52,4.2,1272,118
BLK106092,2025-04-28,16:19,16:54,East Hub,8.98,35,0,35,38.96,3.9,717,80
BLK137013,2025-04-28,15:58,16:26,East Hub,2.9,28,1,15,14.8,4.1,1667,142
BLK147743,2025-04-28,19:30,19:58,North Hub,5.45,28,1,35,31.9,4.4,2116,215
BLK108973,2025-04-28,18:09,18:43,West Hub,10.13,34,0,15,29.26,3.9,2432,196
BLK103630,2025-04-28,16:50,17:14,North Hub,5.12,24,1,25,25.24,4.6,1907,208
BLK136721,2025-04-28,21:17,21:40,West Hub,5.16,23,1,25,25.32,4.7,291,23
BLK128028,2025-04-28,20:00,20:33,North Hub,10.55,33,0,15,30.1,3.9,1181,109
BLK132761,2025-04-28,20:33,21:05,East Hub,4.15,32,0,35,29.3,3.8,2110,216
BLK145667,2025-04-28,09:10,09:42,North Hub,6.09,32,0,35,33.18,4.0,416,42
BLK143493,2025-04-28,08:58,09:23,South Hub,7.01,25,1,25,29.02,4.6,1819,149
BLK108698,2025-04-28,14:15,14:43,West Hub,10.21,28,1,25,35.42,4.3,385,33
BLK143341,2025-04-28,21:22,22:00,East Hub,10.73,38,0,35,42.46,3.4,1155,138
BLK120732,2025-04-28,12:15,12:51,East Hub,8.4,36,0,15,25.8,3.2,2378,204
BLK140989,2025-04-28,18:20,18:48,North Hub,5.58,28,1,25,26.16,4.4,2154,239
BLK115209,2025-04-28,09:00,09:20,South Hub,5.7,20,1,15,20.4,1.5,2201,184
BLK126271,2025-04-28,09:18,09:35,North Hub,2.12,17,1,15,13.24,4.9,2367,237
BLK115940,2025-04-28,15:31,15:57,West Hub,4.75,26,1,15,18.5,4.4,1228,107
BLK132542,2025-04-28,12:52,13:11,North Hub,1.44,19,1,25,17.88,4.8,1455,168
BLK141953,2025-04-28,08:29,08:52,South Hub,3.72,23,1,25,22.44,4.4,1770,197
BLK132621,2025-04-28,12:10,12:44,East Hub,5.93,34,0,15,20.86,3.8,987,105
BLK123812,2025-04-28,13:48,14:20,East Hub,7.93,32,0,25,30.86,3.7,1515,155
BLK113293,2025-04-28,13:44,14:09,North Hub,4.48,25,1,15,17.96,1.8,1818,198
BLK132868,2025-04-28,16:50,17:21,North Hub,9.1,31,0,15,27.2,3.9,909,87
BLK147098,2025-04-28,12:59,13:25,West Hub,7.22,26,1,35,35.44,4.1,597,49
BLK113691,2025-04-28,12:31,13:09,East Hub,10.26,38,0,25,35.52,3.2,334,36
BLK100982,2025-04-28,18:53,19:15,South Hub,4.4,22,1,15,17.8,4.7,344,38
BLK101207,2025-04-28,08:53,09:18,South Hub,4.8,25,1,15,18.6,4.5,727,61
BLK127507,2025-04-28,22:31,22:54,North Hub,6.06,23,1,35,33.12,4.4,441,46
BLK100971,2025-04-28,14:56,15:29,East Hub,6.62,33,0,25,28.24,3.9,2143,172
BLK113540,2025-04-28,20:46,21:27,East Hub,8.38,41,0,15,25.76,1.5,1824,193
BLK100769,2025-04-28,15:43,16:17,West Hub,11.33,34,0,25,37.66,3.7,1254,116
BLK105612,2025-04-28,16:00,16:30,North Hub,9.76,30,1,15,28.52,4.2,1950,161
BLK147119,2025-04-28,19:26,20:07,East Hub,10.37,41,0,35,41.74,2.7,810,77
BLK141458,2025-04-28,18:06,18:28,North Hub,2.7,22,1,35,26.4,4.6,474,53
BLK109140,2025-04-28,11:00,11:27,West Hub,6.93,27,1,49,43.26,4.1,481,56
BLK123997,2025-04-28,19:02,19:30,South Hub,11.13,28,1,35,43.26,4.3,275,27
BLK132546,2025-04-28,13:50,14:24,East Hub,4.25,34,0,25,23.5,3.8,1492,169
BLK126426,2025-04-28,12:59,13:24,West Hub,8.75,25,1,15,26.5,4.6,2338,233
BLK100451,2025-04-28,12:47,13:16,North Hub,5.27,29,1,49,39.94,3.7,2496,212
BLK142271,2025-04-28,22:01,22:18,North Hub,1.85,17,1,35,24.7,4.7,1556,161
BLK105277,2025-04-28,16:32,16:59,West Hub,3.76,27,1,49,36.92,4.3,2432,224
BLK144889,2025-04-28,22:09,22:45,East Hub,6.74,36,0,25,28.48,3.3,1832,154
BLK108786,2025-04-28,19:27,19:48,West Hub,3.13,21,1,49,35.66,4.6,157,18
BLK149921,2025-04-28,08:06,08:30,North Hub,1.67,24,1,25,18.34,4.4,1406,155
BLK101095,2025-04-28,11:05,11:28,West Hub,7.15,23,1,35,35.3,4.5,2095,217
BLK122117,2025-04-29,18:13,18:33,South Hub,2.77,20,1,35,26.54,4.9,1209,106
BLK107094,2025-04-29,16:02,16:31,North Hub,8.71,29,1,15,26.42,4.4,2378,227
BLK148012,2025-04-29,21:06,21:31,North Hub,4.9,25,1,15,18.8,4.5,2137,243
BLK142529,2025-04-29,19:56,20:27,West Hub,9.53,31,0,35,40.06,3.8,410,34
BLK118789,2025-04-29,15:25,15:49,North Hub,2.01,24,1,35,25.02,4.5,864,72
BLK112620,2025-04-29,08:01,08:25,South Hub,4.14,24,1,15,17.28,4.4,694,64
BLK141607,2025-04-29,08:37,09:04,West Hub,5.58,27,1,15,20.16,4.2,1123,118
BLK142415,2025-04-29,10:44,11:06,West Hub,2.03,22,1,35,25.06,4.7,2287,192
BLK143584,2025-04-29,20:43,21:14,North Hub,7.56,31,0,35,36.12,4.9,1438,118
BLK127714,2025-04-29,20:20,20:37,West Hub,2.22,17,1,35,25.44,4.8,2279,218
BLK113910,2025-04-29,17:00,17:20,North Hub,4.63,20,1,15,18.26,4.8,2345,260
BLK126401,2025-04-29,18:56,19:22,West Hub,4.18,26,1,35,29.36,4.3,564,59
BLK100905,2025-04-29,18:02,18:30,North Hub,4.28,28,1,25,23.56,4.1,291,24
BLK107101,2025-04-29,16:08,16:30,South Hub,5.64,22,1,35,32.28,4.5,2240,235
BLK147813,2025-04-29,13:45,14:04,South Hub,3.02,19,1,15,15.04,4.7,2444,229
BLK103869,2025-04-29,08:54,09:22,South Hub,11.98,28,1,15,32.96,4.1,1728,154
BLK138105,2025-04-29,09:53,10:28,East Hub,6.98,35,0,25,28.96,3.9,166,15
BLK132652,2025-04-29,19:15,19:49,North Hub,8.89,34,0,15,26.78,3.6,600,64
BLK138202,2025-04-29,14:47,15:06,South Hub,3.21,19,1,15,15.42,4.8,1163,124
BLK146431,2025-04-29,16:46,17:09,North Hub,3.35,23,1,15,15.7,4.5,1729,144
BLK117758,2025-04-29,21:49,22:26,North Hub,10.08,37,0,49,49.56,3.4,504,40
BLK106831,2025-04-29,22:26,22:58,North Hub,6.71,32,0,15,22.42,3.8,1720,143
BLK144875,2025-04-29,21:59,22:22,West Hub,3.77,23,1,15,16.54,4.7,1108,103
BLK143881,2025-04-29,20:46,21:11,East Hub,3.84,25,1,25,22.68,4.5,1542,177
BLK103816,2025-04-29,09:35,10:13,East Hub,7.55,38,0,15,24.1,3.4,1596,166
BLK106136,2025-04-29,12:14,12:39,South Hub,5.53,25,1,35,32.06,4.5,542,64
BLK101295,2025-04-29,08:35,09:00,West Hub,6.99,25,1,35,34.98,4.5,1807,203
BLK117866,2025-04-29,08:02,08:23,South Hub,6.77,21,1,35,34.54,4.5,1191,97
BLK122100,2025-04-29,22:46,23:05,North Hub,2.22,19,1,35,25.44,4.8,987,97
BLK126833,2025-04-29,09:28,09:56,East Hub,1.92,28,1,49,33.24,4.3,1890,195
BLK136385,2025-04-29,14:09,14:30,South Hub,4.09,21,1,15,17.18,4.4,2341,239
BLK111624,2025-04-29,08:29,08:57,West Hub,4.29,28,1,15,17.58,4.1,2405,197
BLK108841,2025-04-29,17:23,17:47,East Hub,2.0,24,1,15,13.0,3.8,2304,266
BLK145449,2025-04-29,11:35,12:04,East Hub,1.38,29,1,25,17.76,4.0,2360,260
BLK146123,2025-04-29,15:44,16:08,South Hub,6.38,24,1,35,33.76,4.6,1683,168
BLK127846,2025-04-29,17:34,17:59,South Hub,9.32,25,1,15,27.64,4.5,1639,184
BLK149864,2025-04-29,11:29,11:50,South Hub,4.61,21,1,35,30.22,4.5,1274,137
BLK120926,2025-04-29,12:03,12:41,North Hub,10.63,38,0,15,30.26,3.1,617,54
BLK110460,2025-04-29,16:00,16:20,South Hub,8.33,20,1,25,31.66,4.9,274,29
BLK129814,2025-04-29,08:54,09:26,West Hub,7.79,32,0,25,30.58,3.8,470,39
BLK118500,2025-04-29,17:14,17:36,South Hub,6.56,22,1,35,34.12,4.6,165,18
BLK126697,2025-04-29,14:07,14:47,East Hub,9.37,40,0,15,27.74,3.5,2048,197
BLK137045,2025-04-29,10:43,11:10,West Hub,6.47,27,1,25,27.94,4.3,669,78
BLK102057,2025-04-29,20:43,21:18,East Hub,6.75,35,0,15,22.5,3.8,1852,172
BLK140092,2025-04-29,11:46,12:08,West Hub,1.82,22,1,49,33.04,4.6,1615,168
BLK118451,2025-04-29,15:20,15:49,North Hub,6.84,29,1,15,22.68,4.3,1873,185
BLK147469,2025-04-29,12:46,13:04,West Hub,3.4,18,1,49,36.2,3.9,1914,206
BLK146905,2025-04-29,09:39,10:12,South Hub,11.69,33,0,25,38.38,3.9,1867,161
BLK148719,2025-04-29,20:58,21:33,East Hub,9.1,35,0,49,47.6,3.6,530,53
BLK145420,2025-04-29,21:35,21:59,East Hub,2.79,24,1,25,20.58,4.6,2058,236
BLK142162,2025-04-29,08:04,08:28,West Hub,5.72,24,1,15,20.44,4.5,1917,163
BLK126647,2025-04-29,20:10,20:51,East Hub,8.16,41,0,25,31.32,2.9,2332,250
BLK102011,2025-04-29,08:45,09:13,South Hub,8.64,28,1,35,38.28,4.2,1092,128
BLK126010,2025-04-29,22:14,22:37,South Hub,9.71,23,1,25,34.42,3.9,150,14
BLK142304,2025-04-29,17:47,18:24,North Hub,9.73,37,0,15,28.46,3.4,1262,142
BLK148107,2025-04-29,22:32,22:57,West Hub,6.98,25,1,15,22.96,4.5,1943,162
BLK122718,2025-04-29,11:31,11:57,West Hub,6.06,26,1,49,41.52,4.3,1971,160
BLK140264,2025-04-29,20:53,21:08,South Hub,1.31,15,1,49,32.02,5.0,1077,102
BLK126817,2025-04-29,22:13,22:50,East Hub,9.53,37,0,35,40.06,3.5,609,60
BLK133536,2025-04-29,16:00,16:37,East Hub,8.71,37,0,49,46.82,3.3,2330,245
BLK130640,2025-04-29,21:14,21:39,North Hub,4.95,25,1,25,24.9,4.5,1518,176
BLK118037,2025-04-29,08:14,08:37,South Hub,7.2,23,1,35,35.4,4.6,1629,182
BLK132531,2025-04-29,16:58,17:32,East Hub,7.23,34,0,25,29.46,4.0,738,72
BLK121172,2025-04-29,14:35,15:04,East Hub,4.55,29,1,15,18.1,4.2,990,99
BLK142342,2025-04-29,18:03,18:34,North Hub,11.76,31,0,25,38.52,3.6,387,39
BLK112132,2025-04-29,08:54,09:20,North Hub,3.5,26,1,15,16.0,4.1,2455,246
BLK103668,2025-04-29,16:50,17:18,East Hub,5.04,28,1,35,31.08,4.2,2031,218
BLK145381,2025-04-29,09:51,10:18,South Hub,6.43,27,1,15,21.86,4.2,1698,197
BLK131523,2025-04-29,12:15,12:46,East Hub,4.37,31,0,25,23.74,3.7,1638,156
BLK140195,2025-04-29,16:29,17:08,East Hub,10.94,39,0,25,36.88,3.5,480,55
BLK109049,2025-04-29,16:38,16:53,West Hub,1.32,15,1,15,11.64,4.9,291,24
BLK140031,2025-04-29,13:42,14:19,North Hub,9.43,37,0,25,33.86,3.4,184,17
BLK132605,2025-04-29,21:33,22:13,North Hub,11.7,40,0,15,32.4,3.1,331,35
BLK134434,2025-04-29,20:39,21:02,South Hub,10.52,23,1,49,50.44,4.5,984,97
BLK116303,2025-04-29,13:41,14:22,East Hub,8.5,41,0,25,32.0,2.6,2158,173
BLK118181,2025-04-29,12:32,12:58,South Hub,11.6,26,1,15,32.2,4.1,2464,273
BLK124307,2025-04-29,20:23,20:52,West Hub,6.74,29,1,49,42.88,4.4,2119,242
BLK132303,2025-04-29,10:22,10:37,South Hub,2.36,15,1,35,25.72,5.0,1773,202
BLK145531,2025-04-29,22:25,22:44,West Hub,3.57,19,1,15,16.14,4.7,2022,226
BLK139145,2025-04-29,08:32,08:52,North Hub,3.0,20,1,25,21.0,4.9,2010,228
BLK131977,2025-04-29,12:39,13:09,North Hub,5.14,30,1,25,25.28,4.3,500,55
BLK110113,2025-04-29,11:55,12:38,East Hub,9.91,43,0,35,40.82,2.6,1565,148
BLK135691,2025-04-29,21:17,21:46,South Hub,11.76,29,1,25,38.52,4.1,307,25
BLK119215,2025-04-29,18:55,19:20,North Hub,5.67,25,1,25,26.34,4.5,395,34
BLK102619,2025-04-29,18:40,19:12,East Hub,7.19,32,0,25,29.38,3.7,1666,143
BLK147092,2025-04-29,12:29,13:00,North Hub,9.49,31,0,49,48.38,3.7,1906,160
BLK124871,2025-04-29,10:09,10:32,West Hub,7.74,23,1,35,36.48,4.6,311,34
BLK120234,2025-04-29,10:36,10:55,South Hub,4.23,19,1,25,23.46,4.8,800,92
BLK133449,2025-04-29,14:09,14:42,West Hub,9.63,33,0,15,28.26,4.0,356,34
BLK102234,2025-04-29,10:29,11:09,East Hub,8.95,40,0,35,38.9,3.4,2422,218
BLK128839,2025-04-29,11:35,12:08,West Hub,9.74,33,0,25,34.48,3.9,1258,101
BLK143360,2025-04-29,11:50,12:04,South Hub,2.55,14,1,25,20.1,5.0,590,56
BLK142810,2025-04-29,13:13,13:31,South Hub,6.29,18,1,35,33.58,4.8,1747,179
BLK146823,2025-04-29,13:59,14:19,North Hub,3.94,20,1,15,16.88,4.7,262,26
BLK131288,2025-04-29,21:20,21:55,West Hub,11.8,35,0,35,44.6,3.6,535,48
BLK104969,2025-04-29,21:54,22:28,West Hub,9.65,34,0,15,28.3,3.9,2440,283
BLK101883,2025-04-29,20:02,20:29,North Hub,6.72,27,1,15,22.44,4.2,1415,140
BLK146182,2025-04-29,09:28,09:55,West Hub,3.69,27,1,25,22.38,4.1,2310,196
BLK131336,2025-04-29,12:49,13:16,West Hub,4.55,27,1,15,18.1,4.1,804,87
BLK133722,2025-04-29,13:44,14:09,South Hub,8.53,25,1,35,38.06,4.4,377,34
BLK133916,2025-04-29,20:26,20:41,South Hub,1.34,15,1,25,17.68,4.9,1264,123
BLK121034,2025-04-29,14:55,15:30,East Hub,5.51,35,0,15,20.02,3.9,940,108
BLK148964,2025-04-29,10:04,10:44,East Hub,7.49,40,0,35,35.98,3.1,357,41
BLK133912,2025-04-29,20:21,20:40,South Hub,5.29,19,1,49,39.98,4.8,243,20
BLK112908,2025-04-29,22:28,22:55,North Hub,3.99,27,1,25,22.98,4.2,1574,128
BLK100721,2025-04-29,19:34,20:05,North Hub,7.37,31,0,35,35.74,3.8,788,64
BLK105236,2025-04-29,22:01,22:23,West Hub,6.16,22,1,35,33.32,4.5,724,75
BLK102584,2025-04-29,19:48,20:11,North Hub,2.05,23,1,49,33.5,4.6,1882,220
BLK119378,2025-04-29,18:38,18:58,North Hub,2.59,20,1,49,34.58,4.8,512,58
BLK135410,2025-04-29,13:06,13:21,South Hub,1.09,15,1,25,17.18,4.9,1647,132
BLK141184,2025-04-29,18:45,19:18,East Hub,4.84,33,0,15,18.68,3.8,1786,186
BLK139695,2025-04-29,19:02,19:19,West Hub,3.08,17,1,35,27.16,4.8,1436,125
BLK128221,2025-04-29,15:19,15:49,East Hub,2.37,30,1,15,13.74,4.1,1087,91
BLK139168,2025-04-29,13:15,13:36,North Hub,2.89,21,1,15,14.78,4.6,849,90
BLK117237,2025-04-29,08:03,08:27,West Hub,1.59,24,1,25,18.18,4.7,2344,190
BLK107675,2025-04-29,08:16,08:43,South Hub,10.73,27,1,25,36.46,4.0,1911,175
BLK133919,2025-04-29,15:16,15:42,North Hub,6.25,26,1,35,33.5,3.1,738,79
BLK148159,2025-04-29,09:19,09:39,North Hub,3.95,20,1,25,22.9,4.8,1936,173
BLK117391,2025-04-29,08:30,08:55,North Hub,1.34,25,1,25,17.68,4.6,632,64
BLK127697,2025-04-29,08:07,08:28,West Hub,1.33,21,1,25,17.66,4.4,1323,148
BLK148542,2025-04-29,10:26,10:49,South Hub,9.7,23,1,49,48.8,2.1,545,44
BLK145131,2025-04-29,08:55,09:29,East Hub,8.6,34,0,15,26.2,4.7,896,104
BLK149710,2025-04-29,18:13,18:46,North Hub,9.59,33,0,49,48.58,3.8,1581,187
BLK121706,2025-04-29,09:05,09:34,West Hub,5.72,29,1,15,20.44,4.1,677,61
BLK114052,2025-04-29,22:51,23:20,North Hub,4.67,29,1,15,18.34,4.1,1741,201
BLK136014,2025-04-29,13:41,14:07,South Hub,9.01,26,1,15,27.02,4.4,2224,202
BLK115836,2025-04-29,09:48,10:14,South Hub,6.3,26,1,15,21.6,4.2,1995,162
BLK128386,2025-04-29,08:47,09:26,East Hub,7.12,39,0,15,23.24,4.4,634,56
BLK142639,2025-04-29,15:42,16:06,North Hub,6.11,24,1,35,33.22,4.6,2426,226
BLK123003,2025-04-29,13:08,13:27,South Hub,2.26,19,1,15,13.52,4.7,1185,101
BLK134184,2025-04-29,14:08,14:35,South Hub,10.79,27,1,35,42.58,4.4,1956,190
BLK102726,2025-04-29,21:19,21:51,North Hub,6.57,32,0,15,22.14,3.7,1458,159
BLK117691,2025-04-29,22:50,23:15,North Hub,2.99,25,1,15,14.98,4.6,529,57
BLK143430,2025-04-29,19:15,19:36,West Hub,6.13,21,1,49,41.66,4.6,582,56
BLK146725,2025-04-29,08:07,08:40,East Hub,7.69,33,0,35,36.38,4.0,2431,196
BLK104960,2025-04-29,12:06,12:44,North Hub,11.05,38,0,15,31.1,3.3,310,31
BLK124171,2025-04-29,17:31,17:50,North Hub,3.07,19,1,15,15.14,4.8,1047,97
BLK147681,2025-04-29,20:52,21:19,West Hub,5.32,27,1,15,19.64,4.2,323,30
